"GEOID","frp_z_h.ss","frp_z_h.m","frp_mm_h.ss","frp_mm_h.m","frp_d_h.ss","frp_d_h.m","frp_z_nh.ss","frp_z_nh.m","frp_mm_nh.ss","frp_mm_nh.m","frp_d_nh.ss","frp_d_nh.m","fri_z_h.ss","fri_mm_h.ss","fri_d_h.ss","fri_z_h.m","fri_mm_h.m","fri_d_h.m","fri_z_nh.ss","fri_mm_nh.ss","fri_d_nh.ss","fri_z_nh.m","fri_mm_nh.m","fri_d_nh.m","frp_base","fri_base","frp_range","fri_counts","is_urban"
53011041112,0.588600451467269,0.669864559819413,0.62020316027088,0.670428893905192,0.717268623024831,0.789503386004515,0.614559819413093,0.659142212189616,0.673250564334086,0.700902934537246,0.641647855530474,0.717268623024831,0,0,1,1,1,1,0,1,0,1,1,1,0.704519774011,1,0.200902934537246,9,1
53011041113,0.686794582392777,0.724040632054176,0.713318284424379,0.742099322799097,0.684537246049661,0.775959367945824,0.708803611738149,0.68961625282167,0.694130925507901,0.704853273137698,0.548532731376975,0.619074492099323,1,1,1,1,1,1,1,1,0,1,1,0,0.718644067797,1,0.227426636568849,11,1
53011041114,0.735327313769752,0.718961625282167,0.648419864559819,0.668171557562077,0.862866817155756,0.886004514672686,0.653498871331828,0.620767494356659,0.570541760722348,0.590857787810384,0.772573363431151,0.801354401805869,1,0,1,1,1,1,1,0,1,0,0,1,0.853107344633,1,0.315462753950338,9,1
53011041203,0.89334085778781,0.913656884875847,0.936794582392777,0.941309255079007,0.957674943566591,0.971218961625282,0.892212189616253,0.900112866817156,0.924943566591422,0.928329571106095,0.910270880361174,0.929458239277652,1,1,1,1,1,1,1,1,1,1,1,1,0.856497175141,1,0.114721786484282,13,1
53011041205,0.545146726862302,0.616817155756208,0.568848758465011,0.62020316027088,0.75,0.832392776523702,0.529345372460497,0.566027088036117,0.57392776523702,0.605530474040632,0.650677200902935,0.733634311512415,0,0,1,0,0,1,0,0,1,0,0,1,0.633333333333,0,0.303047404063205,4,1
53011041206,0.614559819413093,0.64334085778781,0.515801354401806,0.567155756207675,0.625846501128668,0.705417607223476,0.533295711060948,0.55079006772009,0.503950338600451,0.54176072234763,0.468961625282167,0.55079006772009,0,0,0,0,0,1,0,0,0,0,0,0,0.798305084746,1,0.329343459463833,2,1
53011041207,0.2127539503386,0.294018058690745,0.262415349887133,0.330135440180587,0.379232505643341,0.455417607223476,0.204853273137698,0.232505643340858,0.275959367945824,0.313769751693002,0.295711060948081,0.363995485327314,0,0,0,0,0,0,0,0,0,0,0,0,0.448305084746,0,0.250564334085778,0,1
53011041208,0.160270880361174,0.243227990970655,0.192437923250564,0.272573363431151,0.170993227990971,0.229119638826185,0.125846501128668,0.174379232505643,0.25,0.288374717832957,0.112866817155756,0.132618510158014,0,0,0,0,0,0,0,0,0,0,0,0,0.255649717514,0,0.175507900677201,0,1
53011041309,0.261851015801354,0.344243792325056,0.345936794582393,0.392776523702032,0.335778781038375,0.515801354401806,0.304740406320542,0.327878103837472,0.35665914221219,0.398984198645598,0.517494356659142,0.616252821670429,0,0,0,0,0,0,0,0,0,0,0,0,0.340395480226,0,0.354401805869075,0,1
53011041310,0.509593679458239,0.528216704288939,0.55079006772009,0.582957110609481,0.456546275395034,0.568284424379233,0.511851015801354,0.494920993227991,0.520880361173815,0.54627539503386,0.338600451467269,0.406320541760722,0,0,0,0,0,0,0,0,0,0,0,0,0.518644067797,0,0.244356659142212,0,1
53011041312,0.630361173814898,0.714446952595937,0.672686230248307,0.713882618510158,0.585214446952596,0.708803611738149,0.648419864559819,0.691309255079007,0.72686230248307,0.747178329571106,0.590857787810384,0.674943566591422,0,1,0,1,1,1,0,1,0,1,1,1,0.718079096045,1,0.16196388261851,9,1
53011041313,0.887133182844244,0.918735891647856,0.935665914221219,0.946952595936795,0.94469525959368,0.957110609480813,0.893905191873589,0.912528216704289,0.937923250564334,0.941873589164786,0.910270880361174,0.931715575620767,1,1,1,1,1,1,1,1,1,1,1,1,0.825423728814,1,0.131686880666813,13,1
53011041317,0.532731376975169,0.626975169300226,0.562641083521445,0.622460496613995,0.684537246049661,0.783860045146727,0.491534988713318,0.558690744920993,0.60665914221219,0.634875846501129,0.594808126410835,0.693002257336343,0,0,1,0,0,1,0,0,0,0,0,1,0.611016949153,0,0.292325056433409,3,1
53011041319,0.713318284424379,0.767494356659142,0.808126410835214,0.831264108352144,0.379232505643341,0.553611738148984,0.70372460496614,0.725733634311512,0.764672686230248,0.775959367945824,0.367945823927765,0.475733634311512,1,1,0,1,1,0,1,1,0,1,1,0,0.535593220339,0,0.463318284424379,8,1
53011041320,0.853273137697517,0.871331828442438,0.906320541760722,0.918735891647856,0.900112866817156,0.945259593679458,0.830135440180587,0.834085778781038,0.872460496613995,0.877539503386005,0.851580135440181,0.895598194130926,1,1,1,1,1,1,1,1,1,1,1,1,0.80790960452,1,0.137349989159458,13,1
53011041321,0.337471783295711,0.409706546275395,0.417042889390519,0.470090293453725,0.292325056433409,0.421557562076749,0.356094808126411,0.403498871331828,0.480812641083521,0.511286681715576,0.251693002257336,0.328442437923251,0,0,0,0,0,0,0,0,0,0,0,0,0.427118644068,0,0.25959367945824,0,1
53011041322,0.878103837471783,0.886568848758465,0.933408577878104,0.935665914221219,0.934537246049661,0.943566591422122,0.851015801354402,0.843679458239278,0.880925507900677,0.883747178329571,0.873024830699774,0.897855530474041,1,1,1,1,1,1,1,1,1,1,1,1,0.797175141243,1,0.146391450179122,13,1
53011041323,0.914785553047404,0.910270880361174,0.950338600451467,0.950338600451467,0.918735891647856,0.933408577878104,0.898419864559819,0.873589164785553,0.903498871331828,0.898419864559819,0.880925507900677,0.898419864559819,1,1,1,1,1,1,1,1,1,1,1,1,0.850847457627,1,0.099491142824467,13,1
53011041325,0.529345372460497,0.585214446952596,0.648984198645598,0.681151241534989,0.335778781038375,0.515801354401806,0.515801354401806,0.543453724604966,0.615124153498871,0.639390519187359,0.318848758465011,0.432279909706546,0,0,0,0,1,0,0,0,0,0,0,0,0.260451977401,0,0.420699264133989,1,1
53011041326,0.520316027088036,0.577878103837472,0.678329571106095,0.698645598194131,0.41647855530474,0.525395033860045,0.567155756207675,0.602144469525959,0.661399548532731,0.680022573363431,0.461625282167043,0.520316027088036,0,1,0,0,1,0,0,1,0,0,1,0,0.375141242938,0,0.323504355256131,4,1
53011041328,0.538374717832957,0.602708803611738,0.667042889390519,0.695823927765237,0.456546275395034,0.632618510158014,0.457674943566591,0.489841986455982,0.576185101580135,0.602708803611738,0.441873589164786,0.561512415349887,0,1,0,0,1,0,0,0,0,0,0,0,0.170056497175,0,0.525767430590237,2,1
53011041329,0.698645598194131,0.775395033860045,0.797968397291196,0.829006772009029,0.41647855530474,0.582392776523702,0.605530474040632,0.641647855530474,0.711060948081264,0.733069977426637,0.538939051918736,0.658013544018059,1,1,0,1,1,0,0,1,0,0,1,1,0.396327683616,0,0.432679088393029,7,1
53011041330,0.556433408577878,0.645598194130926,0.56038374717833,0.619638826185102,0.505643340857788,0.639390519187359,0.582957110609481,0.639954853273138,0.625282167042889,0.648419864559819,0.468961625282167,0.555869074492099,0,0,0,0,0,0,0,0,0,0,0,0,0.711299435028,1,0.242337809745833,1,1
53011041331,0.598758465011287,0.707110609480813,0.682279909706546,0.727426636568849,0.505643340857788,0.659142212189616,0.659142212189616,0.734198645598194,0.775395033860045,0.788939051918736,0.613995485327314,0.715575620767494,0,1,0,1,1,1,1,1,0,1,1,1,0.699717514124,1,0.283295711060948,10,1
53011041332,0.52313769751693,0.610045146726862,0.698645598194131,0.734762979683973,0.335778781038375,0.515801354401806,0.487584650112867,0.538374717832957,0.599322799097065,0.623024830699774,0.295711060948081,0.419300225733634,0,1,0,0,1,0,0,0,0,0,0,0,0.19209039548,0,0.542672584203973,2,1
53011041333,0.645033860045147,0.65744920993228,0.725733634311512,0.734198645598194,0.505643340857788,0.616817155756208,0.593679458239278,0.589164785553047,0.564334085778781,0.573363431151242,0.42607223476298,0.509593679458239,0,1,0,1,1,0,0,0,0,0,0,0,0.482768361582,0,0.308126410835214,3,1
53011041334,0.0445823927765237,0.0880361173814898,0.0677200902934537,0.13431151241535,0.0620767494356659,0.112866817155756,0.0423250564334086,0.0632054176072235,0.101580135440181,0.169300225733634,0.077313769751693,0.101580135440181,0,0,0,0,0,0,0,0,0,0,0,0,0.0338983050847,0,0.135401920648934,0,1
53011041335,0.140519187358916,0.256207674943567,0.234198645598194,0.308126410835214,0.0620767494356659,0.130925507900677,0.128668171557562,0.190180586907449,0.260722347629797,0.30079006772009,0.112866817155756,0.169864559819413,0,0,0,0,0,0,0,0,0,0,0,0,0.196610169492,0,0.246049661399548,0,1
53011041336,0.382054176072235,0.468397291196388,0.43058690744921,0.491534988713318,0.456546275395034,0.568284424379233,0.464446952595937,0.481941309255079,0.48589164785553,0.517494356659142,0.401241534988713,0.482505643340858,0,0,0,0,0,0,0,0,0,0,0,0,0.560451977401,0,0.186230248306998,0,1
53011041337,0.746049661399549,0.781038374717833,0.786117381489842,0.802483069977427,0.75,0.798532731376975,0.732505643340858,0.756207674943567,0.792325056433409,0.805869074492099,0.621896162528217,0.694130925507901,1,1,1,1,1,1,1,1,0,1,1,1,0.801129943503,1,0.183972911963882,12,1
53011041400,0.283295711060948,0.363431151241535,0.260722347629797,0.322234762979684,0.456546275395034,0.568284424379233,0.278781038374718,0.343679458239278,0.372460496613995,0.415914221218962,0.299661399548533,0.392212189616253,0,0,0,0,0,0,0,0,0,0,0,0,0.395480225989,0,0.307562076749436,0,1
53011041500,0.846501128668172,0.876410835214447,0.895033860045147,0.91196388261851,0.885440180586907,0.914221218961625,0.871331828442438,0.898419864559819,0.943002257336343,0.944130925507901,0.873024830699774,0.919300225733634,1,1,1,1,1,1,1,1,1,1,1,1,0.69604519774,1,0.248085727767901,13,1
53011041600,0.898419864559819,0.923250564334086,0.866252821670429,0.880925507900677,0.94469525959368,0.959932279909707,0.927200902934537,0.934537246049661,0.926636568848758,0.931151241534989,0.955417607223476,0.965011286681716,1,1,1,1,1,1,1,1,1,1,1,1,0.927118644068,1,0.0987584650112869,13,1
53011041700,0.637133182844244,0.718397291196388,0.612866817155756,0.669300225733634,0.717268623024831,0.803611738148984,0.69469525959368,0.752821670428894,0.729683972911964,0.75,0.687923250564334,0.774266365688488,0,0,1,1,1,1,1,1,1,1,1,1,0.662146892655,1,0.190744920993228,11,1
53011041800,0.510158013544018,0.628103837471783,0.527088036117382,0.590293453724605,0.585214446952596,0.682279909706546,0.608916478555305,0.687358916478555,0.642212189616253,0.665349887133183,0.477426636568849,0.572234762979684,0,0,0,0,0,1,0,0,0,1,1,0,0.494915254237,0,0.209932279909706,3,1
53011041900,0.869074492099323,0.918171557562077,0.917042889390519,0.934537246049661,0.900112866817156,0.946388261851016,0.861738148984199,0.904063205417607,0.910270880361174,0.913656884875847,0.885440180586907,0.93510158013544,1,1,1,1,1,1,1,1,1,1,1,1,0.733898305085,1,0.212489956766016,13,1
53011042000,0.821670428893905,0.882054176072235,0.898984198645598,0.920993227990971,0.456546275395034,0.626975169300226,0.866252821670429,0.920993227990971,0.94469525959368,0.945823927765237,0.581264108352144,0.696388261851016,1,1,0,1,1,0,1,1,0,1,1,1,0.647740112994,0,0.489277652370203,9,1
53011042100,0.839729119638826,0.902370203160271,0.918735891647856,0.937923250564334,0.656884875846501,0.772573363431151,0.876410835214447,0.931715575620767,0.959932279909707,0.95823927765237,0.724040632054176,0.804176072234763,1,1,1,1,1,1,1,1,1,1,1,1,0.689830508475,1,0.303047404063206,13,1
53011042300,0.775959367945824,0.84706546275395,0.795146726862302,0.830135440180587,0.795146726862302,0.878668171557562,0.795146726862302,0.859480812641084,0.901805869074492,0.893905191873589,0.812076749435666,0.870767494356659,1,1,1,1,1,1,1,1,1,1,1,1,0.714689265537,1,0.187116603537492,13,1
53011042400,0.738148984198646,0.827313769751693,0.716139954853273,0.760722347629797,0.656884875846501,0.772573363431151,0.774266365688488,0.830699774266366,0.856094808126411,0.858352144469526,0.63431151241535,0.739277652370203,1,1,1,1,1,1,1,1,0,1,1,1,0.612146892655,0,0.246205251814526,11,1
53011042500,0.834650112866817,0.895033860045147,0.932844243792325,0.948645598194131,0.774830699774266,0.855530474040632,0.843115124153499,0.894469525959368,0.944130925507901,0.945259593679458,0.765801354401806,0.839729119638826,1,1,1,1,1,1,1,1,1,1,1,1,0.767231638418,1,0.182844243792325,13,1
53011042601,0.861738148984199,0.887697516930023,0.805869074492099,0.83352144469526,0.900112866817156,0.928329571106095,0.806997742663657,0.831828442437923,0.853273137697517,0.862866817155756,0.84706546275395,0.884875846501129,1,1,1,1,1,1,1,1,1,1,1,1,0.951412429379,1,0.145543354886901,13,1
53011042602,0.515237020316027,0.626410835214447,0.56489841986456,0.626410835214447,0.656884875846501,0.751693002257336,0.530474040632054,0.616252821670429,0.679458239277652,0.699774266365689,0.487584650112867,0.595936794582393,0,0,1,0,0,1,0,1,0,0,1,0,0.60395480226,0,0.264108352144469,4,1
53011042700,0.830135440180587,0.869074492099323,0.859480812641084,0.878668171557562,0.717268623024831,0.803611738148984,0.90293453724605,0.919864559819413,0.928329571106095,0.933972911963883,0.744920993227991,0.798532731376975,1,1,1,1,1,1,1,1,1,1,1,1,0.823728813559,1,0.216704288939052,13,1
53011042800,0.494356659142212,0.611738148984199,0.466704288939052,0.529345372460497,0.456546275395034,0.632618510158014,0.410270880361174,0.5372460496614,0.602144469525959,0.608916478555305,0.299661399548533,0.429458239277652,0,0,0,0,0,0,0,0,0,0,0,0,0.487570621469,0,0.332957110609481,0,1
53011042900,0.765801354401806,0.821106094808126,0.878103837471783,0.896726862302483,0.585214446952596,0.717268623024831,0.784988713318284,0.81941309255079,0.893905191873589,0.900677200902935,0.650677200902935,0.748871331828442,1,1,0,1,1,1,1,1,1,1,1,1,0.624858757062,0,0.315462753950339,11,1
53011043000,0.889954853273138,0.892212189616253,0.945259593679458,0.945823927765237,0.900112866817156,0.922686230248307,0.909142212189616,0.897291196388262,0.933972911963883,0.934537246049661,0.86117381489842,0.891647855530474,1,1,1,1,1,1,1,1,1,1,1,1,0.862146892655,1,0.084650112866817,13,1
