"GEOID","frp_z_h.ss","frp_z_h.m","frp_mm_h.ss","frp_mm_h.m","frp_d_h.ss","frp_d_h.m","frp_z_nh.ss","frp_z_nh.m","frp_mm_nh.ss","frp_mm_nh.m","frp_d_nh.ss","frp_d_nh.m","fri_z_h.ss","fri_mm_h.ss","fri_d_h.ss","fri_z_h.m","fri_mm_h.m","fri_d_h.m","fri_z_nh.ss","fri_mm_nh.ss","fri_d_nh.ss","fri_z_nh.m","fri_mm_nh.m","fri_d_nh.m","frp_base","fri_base","frp_range","fri_counts","is_urban"
53063013001,0.0169300225733634,0.0801354401805869,0.0253950338600451,0.0965011286681716,0.00112866817155756,0.00169300225733634,0.018058690744921,0.0609480812641084,0.0705417607223476,0.144469525959368,0.00112866817155756,0.00507900677200903,0,0,0,0,0,0,0,0,0,0,0,0,0.0265536723164,0,0.14334085778781,0,1
53063013002,0.313769751693002,0.415914221218962,0.348194130925508,0.40293453724605,0.335778781038375,0.421557562076749,0.432844243792325,0.472911963882619,0.460496613995485,0.494356659142212,0.327313769751693,0.386568848758465,0,0,0,0,0,0,0,0,0,0,0,0,0.577118644068,0,0.263348892374998,0,1
53063013003,0.353837471783296,0.375846501128668,0.432279909706546,0.444695259593679,0.292325056433409,0.323363431151242,0.411399548532731,0.404627539503386,0.352144469525959,0.362302483069977,0.52765237020316,0.545146726862302,0,0,0,0,0,0,0,0,0,0,0,0,0.337288135593,0,0.252821670428893,0,1
53063013101,0.424943566591422,0.480248306997743,0.380361173814898,0.424943566591422,0.625846501128668,0.685665914221219,0.441309255079007,0.486455981941309,0.464446952595937,0.498306997742664,0.52765237020316,0.611738148984199,0,0,0,0,0,1,0,0,0,0,0,0,0.672881355932,1,0.305304740406321,2,1
53063013102,0.408013544018059,0.409142212189616,0.425507900677201,0.427765237020316,0.379232505643341,0.367381489841986,0.454288939051919,0.446952595936795,0.387697516930023,0.403498871331828,0.401241534988713,0.412528216704289,0,0,0,0,0,0,0,0,0,0,0,0,0.367796610169,0,0.086907449209933,0,0
53063013201,0.841422121896163,0.845936794582393,0.84706546275395,0.851580135440181,0.822799097065463,0.826749435665914,0.862866817155756,0.874717832957111,0.864559819413093,0.869074492099323,0.85665914221219,0.876410835214447,1,1,1,1,1,1,1,1,1,1,1,1,0.946892655367,1,0.124093558301537,13,1
53063013203,0.0886004514672686,0.190744920993228,0.090293453724605,0.182844243792325,0.0372460496613995,0.0727990970654628,0.0942437923250564,0.165914221218962,0.212189616252822,0.262415349887133,0.02313769751693,0.0383747178329571,0,0,0,0,0,0,0,0,0,0,0,0,0.218361581921,0,0.239277652370203,0,1
53063013204,0.0795711060948081,0.112866817155756,0.0761851015801354,0.12020316027088,0.0620767494356659,0.0965011286681716,0.107787810383747,0.121896162528217,0.0981941309255079,0.150677200902935,0.116817155756208,0.142212189616253,0,0,0,0,0,0,0,0,0,0,0,0,0.0864406779661,0,0.0886004514672691,0,0
53063013205,0.0372460496613995,0.0530474040632054,0.0671557562076749,0.0795711060948081,0.00225733634311512,0.000564334085778781,0.0564334085778781,0.0586907449209932,0.0440180586907449,0.0660270880361174,0.0332957110609481,0.0344243792325056,0,0,0,0,0,0,0,0,0,0,0,0,0.0129943502825,0,0.0790067720090293,0,0
53063013300,0.0863431151241535,0.059255079006772,0.02313769751693,0.0327313769751693,0.116817155756208,0.054176072234763,0.0812641083521445,0.0637697516930023,0.0208803611738149,0.0406320541760722,0.108916478555305,0.0626410835214447,0,0,0,0,0,0,0,0,0,0,0,0,0.105084745763,0,0.0959367945823931,0,0
53063013401,0.012979683972912,0.0485327313769752,0.0186230248306998,0.0524830699774266,0.0146726862302483,0.0332957110609481,0.0169300225733634,0.0332957110609481,0.0191873589164786,0.0586907449209932,0.02313769751693,0.0428893905191874,0,0,0,0,0,0,0,0,0,0,0,0,0.00960451977401,0,0.0490862251469832,0,0
53063013501,0.0332957110609481,0.0564334085778781,0.0282167042889391,0.0637697516930023,0.0502257336343115,0.0299097065462754,0.0586907449209932,0.0750564334085779,0.064334085778781,0.116817155756208,0.04627539503386,0.0451467268623025,0,0,0,0,0,0,0,0,0,0,0,0,0.0497175141243,0,0.0886004514672689,0,0
53063013502,0.00395033860045147,0.0158013544018059,0.000564334085778781,0.0107223476297968,0.0146726862302483,0.0169300225733634,0.00846501128668172,0.0101580135440181,0.00451467268623025,0.0225733634311512,0.0214446952595937,0.0237020316027088,0,0,0,0,0,0,0,0,0,0,0,0,0.016384180791,0,0.02313769751693,0,0
53063013503,0.0265237020316027,0.0671557562076749,0.031038374717833,0.0767494356659142,0.0270880361173815,0.0332957110609481,0.0372460496613995,0.0575620767494357,0.0609480812641084,0.12020316027088,0.0220090293453725,0.0304740406320542,0,0,0,0,0,0,0,0,0,0,0,0,0.0519774011299,0,0.0981941309255075,0,0
53063013600,0.404063205417607,0.41196388261851,0.349887133182844,0.364559819413093,0.456546275395034,0.54176072234763,0.392776523702032,0.420428893905192,0.36117381489842,0.396726862302483,0.477426636568849,0.563769751693002,0,0,0,0,0,0,0,0,0,0,0,0,0.607344632768,0,0.257457499585156,0,0
53063013700,0.783295711060948,0.599887133182844,0.403498871331828,0.355530474040632,0.625846501128668,0.553611738148984,0.485327313769752,0.447516930022573,0.291196388261851,0.310948081264108,0.468961625282167,0.49548532731377,1,0,0,0,0,0,0,0,0,0,0,0,0.667231638418,1,0.492099322799097,2,0
53063013800,0.0739277652370203,0.156884875846501,0.133182844243792,0.2127539503386,0.170993227990971,0.259593679458239,0.107223476297968,0.142776523702032,0.18961625282167,0.234198645598194,0.182279909706546,0.246613995485327,0,0,0,0,0,0,0,0,0,0,0,0,0.0728813559322,0,0.186712323526039,0,1
53063013900,0.271444695259594,0.24548532731377,0.251693002257336,0.259593679458239,0.41647855530474,0.197516930022573,0.265801354401806,0.253386004514673,0.247178329571106,0.260722347629797,0.348194130925508,0.269187358916479,0,0,0,0,0,0,0,0,0,0,0,0,0.391525423729,0,0.218961625282167,0,0
53063014001,0.793453724604966,0.821670428893905,0.867945823927765,0.881489841986456,0.684537246049661,0.729119638826185,0.81489841986456,0.826185101580135,0.859480812641084,0.863431151241535,0.695259593679458,0.718397291196388,1,1,1,1,1,1,1,1,1,1,1,1,0.700564971751,1,0.196952595936795,13,1
53063014002,0.202031602708804,0.240406320541761,0.275959367945824,0.294582392776524,0.379232505643341,0.455417607223476,0.292889390519187,0.295146726862302,0.301918735891648,0.322799097065463,0.487584650112867,0.5372460496614,0,0,0,0,0,0,0,0,0,0,0,0,0.179096045198,0,0.3581500044634,0,0
53063014100,0.755643340857788,0.557562076749436,0.603273137697517,0.489841986455982,0.684537246049661,0.586907449209932,0.584650112866817,0.499435665914221,0.378668171557562,0.334085778781038,0.621896162528217,0.602708803611738,1,0,1,0,0,0,0,0,0,0,0,0,0.787853107345,1,0.453767328563962,3,0
53063014200,0.770880361173815,0.50451467268623,0.700338600451467,0.48589164785553,0.774830699774266,0.525395033860045,0.762415349887133,0.61117381489842,0.4813769751693,0.316591422121896,0.826749435665914,0.695259593679458,1,1,1,0,0,0,1,0,1,0,0,1,0.903389830508,1,0.586798408386104,7,0
53063014300,0.922686230248307,0.739841986455982,0.832392776523702,0.637133182844244,0.795146726862302,0.33352144469526,0.900112866817156,0.810948081264108,0.667607223476298,0.525395033860045,0.897855530474041,0.711625282167043,1,1,1,1,0,0,1,1,1,1,0,1,0.953107344633,1,0.61958589993774,10,0
53063014400,0.860045146726862,0.912528216704289,0.93058690744921,0.946388261851016,0.684537246049661,0.788374717832957,0.923814898419865,0.952595936794582,0.971783295711061,0.971218961625282,0.80530474040632,0.866252821670429,1,1,1,1,1,1,1,1,1,1,1,1,0.782485875706,1,0.2872460496614,13,1
53063014500,0.992099322799097,0.994920993227991,0.998306997742664,0.997742663656885,0.975169300225734,0.974040632054176,0.994356659142212,0.994920993227991,0.997178329571106,0.997178329571106,0.984762979683973,0.988148984198646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.025959367945824,13,1
53065941000,0.961060948081264,0.697516930022573,0.919300225733634,0.614559819413093,0.845372460496614,0.356094808126411,0.957674943566591,0.860045146726862,0.750564334085779,0.417607223476298,0.953160270880361,0.751128668171558,1,1,1,1,0,0,1,1,1,1,0,1,0.969491525424,1,0.613396717297589,10,0
53065950101,0.459367945823928,0.171557562076749,0.204288939051919,0.0942437923250564,0.585214446952596,0.247178329571106,0.50902934537246,0.332392776523702,0.174379232505643,0.112302483069977,0.695259593679458,0.489277652370203,0,0,0,0,0,0,0,0,1,0,0,0,0.550847457627,0,0.601015801354402,1,0
53065950102,0.152370203160271,0.0598194130925508,0.0801354401805869,0.04627539503386,0.379232505643341,0.249435665914221,0.253386004514673,0.151241534988713,0.0795711060948081,0.0654627539503386,0.42607223476298,0.309255079006772,0,0,0,0,0,0,0,0,0,0,0,0,0.274576271186,0,0.37979683972912,0,0
53065950200,0.31941309255079,0.174943566591422,0.177200902934537,0.124153498871332,0.505643340857788,0.130925507900677,0.358352144469526,0.260158013544018,0.155191873589165,0.134875846501129,0.517494356659142,0.282167042889391,0,0,0,0,0,0,0,0,0,0,0,0,0.500282485876,0,0.39334085778781,0,0
53065950300,0.550225733634311,0.616252821670429,0.633747178329571,0.675507900677201,0.717268623024831,0.742663656884876,0.679458239277652,0.725169300225734,0.774830699774266,0.793453724604966,0.836343115124153,0.84255079006772,0,0,1,0,1,1,1,1,1,1,1,1,0.752542372881,1,0.292325056433409,10,0
53065950500,0.441309255079007,0.462189616252822,0.511286681715576,0.529909706546275,0.774830699774266,0.685665914221219,0.568848758465011,0.566591422121896,0.562641083521445,0.58803611738149,0.86117381489842,0.81489841986456,0,0,1,0,0,1,0,0,1,0,0,1,0.53418079096,0,0.419864559819413,4,0
53065950600,0.234198645598194,0.090293453724605,0.119074492099323,0.0564334085778781,0.656884875846501,0.356094808126411,0.267494356659142,0.168171557562077,0.0806997742663657,0.059255079006772,0.680022573363431,0.525959367945824,0,0,1,0,0,0,0,0,1,0,0,0,0.421186440678,0,0.623589164785553,2,0
53065950700,0.87020316027088,0.81941309255079,0.897855530474041,0.851015801354402,0.918735891647856,0.782731376975169,0.918735891647856,0.889390519187359,0.886004514672686,0.869638826185102,0.971218961625282,0.932844243792325,1,1,1,1,1,1,1,1,1,1,1,1,0.935028248588,1,0.188487584650113,13,0
53065950800,0.571106094808126,0.319977426636569,0.383747178329571,0.255643340857788,0.75,0.568284424379233,0.589729119638826,0.445823927765237,0.282167042889391,0.218961625282167,0.826749435665914,0.735327313769752,0,0,1,0,0,0,0,0,1,0,0,1,0.722033898305,1,0.607787810383747,4,0
53065950900,0.832392776523702,0.486455981941309,0.779345372460497,0.479119638826185,0.795146726862302,0.445823927765237,0.858916478555305,0.710496613995485,0.581264108352144,0.318284424379232,0.897855530474041,0.655756207674944,1,1,1,0,0,0,1,0,1,1,0,1,0.928248587571,1,0.609964163191768,8,0
53065951100,0.973476297968397,0.835214446952596,0.922121896162528,0.705417607223476,0.862866817155756,0.651241534988713,0.965575620767494,0.913656884875847,0.806433408577878,0.591422121896163,0.957674943566591,0.840857787810384,1,1,1,1,1,1,1,1,1,1,0,1,0.972881355932,1,0.382054176072234,12,0
53065951301,0.717268623024831,0.414221218961625,0.409706546275395,0.272009029345372,0.656884875846501,0.273702031602709,0.729683972911964,0.59255079006772,0.349887133182844,0.285553047404063,0.826749435665914,0.66196388261851,1,0,1,0,0,0,1,0,1,0,0,1,0.75988700565,1,0.554740406320542,6,0
53065951302,0.405756207674944,0.214446952595937,0.303047404063205,0.191309255079007,0.41647855530474,0.197516930022573,0.526523702031603,0.380361173814898,0.24548532731377,0.165914221218962,0.613995485327314,0.47686230248307,0,0,0,0,0,0,0,0,0,0,0,0,0.563276836158,0,0.448081264108352,0,0
53065951401,0.667042889390519,0.351015801354402,0.393905191873589,0.244920993227991,0.625846501128668,0.164221218961625,0.785553047404063,0.63431151241535,0.367381489841986,0.263544018058691,0.778216704288939,0.544018058690745,1,0,0,0,0,0,1,0,1,0,0,0,0.749717514124,1,0.621331828442438,4,0
53065951402,0.0135440180586907,0.0152370203160271,0.00338600451467269,0.00282167042889391,0.0270880361173815,0.00451467268623025,0.0389390519187359,0.0287810383747178,0.00507900677200903,0.0141083521444695,0.0727990970654628,0.0270880361173815,0,0,0,0,0,0,0,0,0,0,0,0,0.0525423728814,0,0.0699774266365689,0,0
53067010100,0.835214446952596,0.897855530474041,0.711625282167043,0.75451467268623,0.900112866817156,0.928329571106095,0.713882618510158,0.770880361173815,0.741534988713318,0.757900677200903,0.778216704288939,0.816591422121896,1,1,1,1,1,1,1,1,1,1,1,1,0.707344632768,1,0.220984938338095,13,1
53067010200,0.733069977426637,0.734198645598194,0.7686230248307,0.762979683972912,0.717268623024831,0.789503386004515,0.716704288939052,0.697516930022573,0.727426636568849,0.724604966139955,0.70372460496614,0.757336343115124,1,1,1,1,1,1,1,1,1,1,1,1,0.539548022599,0,0.249955363405515,12,1
53067010300,0.902370203160271,0.933408577878104,0.905191873589165,0.921557562076749,0.885440180586907,0.924943566591422,0.836343115124153,0.849887133182844,0.875282167042889,0.880925507900677,0.892212189616253,0.922121896162528,1,1,1,1,1,1,1,1,1,1,1,1,0.727683615819,1,0.205724962059104,13,1
53067010400,0.82392776523702,0.87020316027088,0.822234762979684,0.848758465011287,0.505643340857788,0.659142212189616,0.781038374717833,0.825056433408578,0.839729119638826,0.850451467268623,0.468961625282167,0.594808126410835,1,1,0,1,1,1,1,1,0,1,1,0,0.593220338983,0,0.401241534988713,9,1
53067010510,0.941309255079007,0.936230248306998,0.976297968397291,0.968397291196388,0.94469525959368,0.910835214446953,0.908577878103837,0.869074492099323,0.918735891647856,0.905756207674944,0.875846501128668,0.843115124153499,1,1,1,1,1,1,1,1,1,1,1,1,0.851412429379,1,0.133182844243792,13,1
53067010520,0.658013544018059,0.746049661399549,0.63882618510158,0.686230248306998,0.795146726862302,0.866252821670429,0.632054176072235,0.672686230248307,0.703160270880361,0.72686230248307,0.772573363431151,0.821670428893905,1,0,1,1,1,1,0,1,1,1,1,1,0.664124293785,1,0.234198645598194,11,1
53067010600,0.637697516930023,0.681715575620767,0.601580135440181,0.64334085778781,0.822799097065463,0.855530474040632,0.58803611738149,0.610609480812641,0.652370203160271,0.67607223476298,0.749435665914221,0.784424379232506,0,0,1,1,0,1,0,1,1,0,1,1,0.74011299435,1,0.267494356659142,8,1
53067010700,0.625282167042889,0.682844243792325,0.726297968397291,0.747742663656885,0.257336343115124,0.437923250564334,0.578442437923251,0.602708803611738,0.650677200902935,0.664785553047404,0.318848758465011,0.405756207674944,0,1,0,1,1,0,0,1,0,0,1,0,0.320903954802,0,0.490406320541761,5,1
53067010801,0.64334085778781,0.635440180586907,0.535553047404063,0.569977426636569,0.862866817155756,0.851580135440181,0.608352144469526,0.581264108352144,0.574492099322799,0.598758465011287,0.738148984198646,0.733069977426637,0,0,1,0,0,1,0,0,1,0,0,1,0.829943502825,1,0.327313769751693,5,1
53067010802,0.276523702031603,0.43058690744921,0.400677200902935,0.459367945823928,0.226297968397291,0.385440180586907,0.27765237020316,0.369074492099323,0.492663656884876,0.528781038374718,0.198645598194131,0.284988713318284,0,0,0,0,0,0,0,0,0,0,0,0,0.231073446328,0,0.330135440180587,0,1
53067010910,0.761286681715576,0.834650112866817,0.821670428893905,0.854966139954853,0.456546275395034,0.616817155756208,0.698081264108352,0.762415349887133,0.831264108352144,0.839164785553047,0.538939051918736,0.635440180586907,1,1,0,1,1,0,1,1,0,1,1,0,0.557062146893,0,0.398419864559819,8,1
53067010920,0.913656884875847,0.897291196388262,0.918171557562077,0.895033860045147,0.934537246049661,0.928329571106095,0.887697516930023,0.856094808126411,0.876410835214447,0.866817155756208,0.875846501128668,0.869638826185102,1,1,1,1,1,1,1,1,1,1,1,1,0.896892655367,1,0.07844243792325,13,1
53067011000,0.639390519187359,0.59706546275395,0.700902934537246,0.670993227990971,0.542889390519187,0.586907449209932,0.640519187358916,0.607223476297968,0.631489841986456,0.614559819413093,0.63431151241535,0.624153498871332,0,1,0,0,1,0,0,0,0,0,0,0,0.688700564972,1,0.158013544018059,3,1
53067011100,0.136568848758465,0.197516930022573,0.216139954853273,0.268058690744921,0.141083521444695,0.265237020316027,0.138261851015801,0.156320541760722,0.237020316027088,0.267494356659142,0.198645598194131,0.242663656884876,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333,0,0.184725357411621,0,1
53067011200,0.965011286681716,0.967268623024831,0.959932279909707,0.957110609480813,0.983634311512415,0.987584650112867,0.919300225733634,0.905756207674944,0.905756207674944,0.903498871331828,0.971218961625282,0.976297968397291,1,1,1,1,1,1,1,1,1,1,1,1,0.967231638418,1,0.084085778781039,13,1
53067011300,0.885440180586907,0.858352144469526,0.941873589164786,0.919300225733634,0.885440180586907,0.883182844243792,0.909706546275395,0.875282167042889,0.917607223476298,0.906320541760722,0.867381489841986,0.858916478555305,1,1,1,1,1,1,1,1,1,1,1,1,0.841807909605,1,0.100065679559786,13,1
53067011410,0.759593679458239,0.80079006772009,0.855530474040632,0.869074492099323,0.717268623024831,0.789503386004515,0.749435665914221,0.760722347629797,0.821106094808126,0.830135440180587,0.658013544018059,0.720654627539503,1,1,1,1,1,1,1,1,1,1,1,1,0.634463276836,0,0.234611215263323,12,1
53067011421,0.16647855530474,0.239841986455982,0.22686230248307,0.292325056433409,0.19920993227991,0.307562076749436,0.136568848758465,0.159706546275395,0.236455981941309,0.272009029345372,0.170993227990971,0.215575620767494,0,0,0,0,0,0,0,0,0,0,0,0,0.21581920904,0,0.170993227990971,0,1
53067011422,0.311512415349887,0.348758465011287,0.445823927765237,0.461060948081264,0.19920993227991,0.327313769751693,0.352144469525959,0.362302483069977,0.422686230248307,0.446388261851016,0.286681715575621,0.357787810383747,0,0,0,0,0,0,0,0,0,0,0,0,0.248305084746,0,0.261851015801354,0,1
53067011500,0.857223476297968,0.875282167042889,0.893905191873589,0.900677200902935,0.795146726862302,0.845372460496614,0.829571106094808,0.822234762979684,0.84706546275395,0.846501128668172,0.816591422121896,0.836343115124153,1,1,1,1,1,1,1,1,1,1,1,1,0.762429378531,1,0.138247822371935,13,1
53067011622,0.705981941309255,0.742663656884876,0.813205417607223,0.829571106094808,0.585214446952596,0.713318284424379,0.7127539503386,0.707674943566591,0.800225733634311,0.808690744920993,0.687923250564334,0.765801354401806,1,1,0,1,1,1,1,1,1,1,1,1,0.627118644068,0,0.244356659142212,11,1
53067011623,0.688487584650113,0.738148984198646,0.781602708803612,0.801918735891648,0.505643340857788,0.639390519187359,0.63431151241535,0.658013544018059,0.748306997742664,0.761851015801354,0.496613995485327,0.575620767494357,1,1,0,1,1,0,0,1,0,1,1,0,0.461581920904,0,0.340336814987648,7,1
53067011624,0.594243792325056,0.58352144469526,0.673814898419865,0.66196388261851,0.625846501128668,0.705417607223476,0.579571106094808,0.557562076749436,0.606094808126411,0.607787810383747,0.630925507900677,0.689051918735892,0,1,0,0,1,1,0,0,0,0,0,1,0.51186440678,0,0.193553200443476,4,1
53067011625,0.380925507900677,0.406320541760722,0.471218961625282,0.507336343115124,0.456546275395034,0.463318284424379,0.426636568848758,0.391647855530474,0.468961625282167,0.485327313769752,0.461625282167043,0.446388261851016,0,0,0,0,0,0,0,0,0,0,0,0,0.594350282486,0,0.213424774585323,0,1
53067011626,0.547404063205418,0.545711060948081,0.613431151241535,0.631489841986456,0.585214446952596,0.573363431151242,0.545146726862302,0.522009029345372,0.584650112866817,0.597629796839729,0.581264108352144,0.549661399548533,0,0,0,0,0,0,0,0,0,0,0,0,0.545197740113,0,0.109480812641084,0,1
53067011627,0.206546275395034,0.269187358916479,0.30079006772009,0.348194130925508,0.19920993227991,0.218397291196388,0.237020316027088,0.260722347629797,0.373024830699774,0.412528216704289,0.170993227990971,0.18058690744921,0,0,0,0,0,0,0,0,0,0,0,0,0.439548022599,0,0.268554794608029,0,1
53067011628,0.457674943566591,0.481941309255079,0.521444695259594,0.535553047404063,0.456546275395034,0.605530474040632,0.456546275395034,0.440180586907449,0.476297968397291,0.490406320541761,0.449774266365689,0.532731376975169,0,0,0,0,0,0,0,0,0,0,0,0,0.406779661017,0,0.198750813023632,0,1
53067011720,0.242663656884876,0.322234762979684,0.283860045146727,0.321670428893905,0.257336343115124,0.403498871331828,0.239277652370203,0.255079006772009,0.301354401805869,0.33352144469526,0.286681715575621,0.312641083521445,0,0,0,0,0,0,0,0,0,0,0,0,0.209322033898,0,0.194176837433828,0,1
53067011721,0.376975169300226,0.40744920993228,0.437923250564334,0.476297968397291,0.335778781038375,0.421557562076749,0.418735891647856,0.417042889390519,0.503386004514673,0.533860045146727,0.401241534988713,0.44920993227991,0,0,0,0,0,0,0,0,0,0,0,0,0.602542372881,0,0.266763591842625,0,1
53067011722,0.242099322799097,0.318284424379232,0.295146726862302,0.354401805869074,0.0959367945823928,0.181151241534989,0.318848758465011,0.364559819413093,0.475733634311512,0.50902934537246,0.154627539503386,0.198645598194131,0,0,0,0,0,0,0,0,0,0,0,0,0.518079096045,0,0.422142301462607,0,1
53067011810,0.176636568848758,0.0767494356659142,0.148419864559819,0.115124153498871,0.335778781038375,0.233069977426637,0.132054176072235,0.077313769751693,0.0801354401805869,0.0750564334085779,0.259593679458239,0.127539503386005,0,0,0,0,0,0,0,0,0,0,0,0,0.371186440678,0,0.296130007269422,0,0
53067011821,0.764108352144469,0.692437923250564,0.77765237020316,0.729119638826185,0.822799097065463,0.806433408577878,0.768058690744921,0.704288939051919,0.720654627539503,0.691309255079007,0.844243792325056,0.81941309255079,1,1,1,1,1,1,1,1,1,1,1,1,0.874858757062,1,0.183549501982993,13,0
53067011822,0.349322799097065,0.293453724604966,0.274266365688488,0.277088036117381,0.505643340857788,0.566027088036117,0.231941309255079,0.210496613995485,0.22686230248307,0.24548532731377,0.391647855530474,0.417607223476298,0,0,0,0,0,0,0,0,0,0,0,0,0.524293785311,0,0.355530474040632,0,0
53067011901,0.0835214446952596,0.0259593679458239,0.0208803611738149,0.0220090293453725,0.0959367945823928,0.0434537246049661,0.054176072234763,0.0242663656884876,0.0163656884875846,0.0316027088036117,0.0970654627539503,0.0637697516930023,0,0,0,0,0,0,0,0,0,0,0,0,0.169491525424,0,0.153125836936415,0,0
53067011902,0.0174943566591422,0.00790067720090293,0.00564334085778781,0.00507900677200903,0.0778781038374718,0.0107223476297968,0.00564334085778781,0.00225733634311512,0.00225733634311512,0.00790067720090293,0.0332957110609481,0.0270880361173815,0,0,0,0,0,0,0,0,0,0,0,0,0.0437853107345,0,0.0756207674943567,0,0
53067012001,0.202595936794582,0.209367945823928,0.290632054176072,0.293453724604966,0.226297968397291,0.281038374717833,0.242099322799097,0.216139954853273,0.278216704288939,0.286681715575621,0.279345372460497,0.260158013544018,0,0,0,0,0,0,0,0,0,0,0,0,0.277401129944,0,0.090857787810384,0,1
53067012002,0.0191873589164786,0.0191873589164786,0.0299097065462754,0.0485327313769752,0.0146726862302483,0.00790067720090293,0.0203160270880361,0.012979683972912,0.0304740406320542,0.0530474040632054,0.0282167042889391,0.0191873589164786,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333,0,0.0451467268623025,0,1
53067012100,0.145598194130926,0.162528216704289,0.177765237020316,0.205417607223476,0.0778781038374718,0.142776523702032,0.165914221218962,0.145033860045147,0.185665914221219,0.209932279909707,0.170993227990971,0.192437923250564,0,0,0,0,0,0,0,0,0,0,0,0,0.216949152542,0,0.139071048704528,0,0
53067012211,0.0485327313769752,0.0699774266365688,0.0660270880361174,0.102144469525959,0.0502257336343115,0.0948081264108352,0.0519187358916479,0.0519187358916479,0.0688487584650113,0.108916478555305,0.077313769751693,0.0750564334085779,0,0,0,0,0,0,0,0,0,0,0,0,0.0593220338983,0,0.0603837471783298,0,0
53067012221,0.221218961625282,0.230812641083521,0.210496613995485,0.240406320541761,0.456546275395034,0.54176072234763,0.169300225733634,0.151805869074492,0.177765237020316,0.195823927765237,0.356094808126411,0.358916478555305,0,0,0,0,0,0,0,0,0,0,0,0,0.340395480226,0,0.389954853273138,0,0
53067012223,0.715011286681716,0.586907449209932,0.623024830699774,0.579571106094808,0.795146726862302,0.702031602708804,0.724604966139955,0.626410835214447,0.587471783295711,0.564334085778781,0.786681715575621,0.707110609480813,1,0,1,0,0,1,1,0,1,0,0,1,0.843502824859,1,0.279168739080219,7,1
53067012224,0.470654627539503,0.477426636568849,0.487020316027088,0.511851015801354,0.684537246049661,0.748871331828442,0.479119638826185,0.452031602708804,0.493227990970655,0.505079006772009,0.630925507900677,0.677200902934537,0,0,1,0,0,1,0,0,0,0,0,1,0.619491525424,0,0.296839729119638,3,1
53067012225,0.19920993227991,0.252821670428894,0.128668171557562,0.172121896162528,0.0959367945823928,0.130925507900677,0.196952595936795,0.209932279909707,0.0936794582392776,0.129232505643341,0.0840857787810384,0.0806997742663657,0,0,0,0,0,0,0,0,0,0,0,0,0.176271186441,0,0.172121896162528,0,1
53067012226,0.286117381489842,0.398419864559819,0.167042889390519,0.229119638826185,0.170993227990971,0.29176072234763,0.230248306997743,0.243227990970655,0.129232505643341,0.163092550790068,0.18961625282167,0.220090293453725,0,0,0,0,0,0,0,0,0,0,0,0,0.207344632768,0,0.269187358916478,0,1
53067012320,0.420993227990971,0.281602708803612,0.221783295711061,0.171557562076749,0.542889390519187,0.385440180586907,0.323363431151242,0.246049661399549,0.148419864559819,0.139390519187359,0.376410835214447,0.263544018058691,0,0,0,0,0,0,0,0,0,0,0,0,0.553389830508,0,0.413999311320641,0,0
53067012330,0.784424379232506,0.784424379232506,0.841422121896163,0.835214446952596,0.75,0.756772009029345,0.738713318284424,0.695823927765237,0.724040632054176,0.704288939051919,0.70372460496614,0.683972911963883,1,1,1,1,1,1,1,1,1,1,1,1,0.601694915254,0,0.239727206642163,12,1
53067012331,0.318284424379232,0.331264108352144,0.397855530474041,0.396726862302483,0.379232505643341,0.534424379232506,0.288939051918736,0.278216704288939,0.309255079006772,0.319977426636569,0.468961625282167,0.55079006772009,0,0,0,0,0,0,0,0,0,0,0,0,0.295762711864,0,0.272573363431151,0,1
53067012332,0.127539503386005,0.158013544018059,0.174943566591422,0.235327313769752,0.170993227990971,0.148419864559819,0.124153498871332,0.11117381489842,0.13882618510158,0.167607223476298,0.160270880361174,0.137133182844244,0,0,0,0,0,0,0,0,0,0,0,0,0.209322033898,0,0.124153498871332,0,1
53067012412,0.566027088036117,0.514108352144469,0.433408577878104,0.414785553047404,0.684537246049661,0.702031602708804,0.527088036117382,0.466704288939052,0.423250564334086,0.429458239277652,0.594808126410835,0.58803611738149,0,0,1,0,0,1,0,0,0,0,0,0,0.744632768362,1,0.329847215314596,3,0
53067012420,0.364559819413093,0.267494356659142,0.230248306997743,0.216139954853273,0.505643340857788,0.498306997742664,0.250564334085779,0.206546275395034,0.181151241534989,0.186230248306998,0.441873589164786,0.38882618510158,0,0,0,0,0,0,0,0,0,0,0,0,0.479096045198,0,0.324492099322799,0,0
53067012421,0.0970654627539503,0.0615124153498871,0.0914221218961625,0.0970654627539503,0.116817155756208,0.054176072234763,0.135440180586907,0.0987584650112867,0.105530474040632,0.118510158013544,0.18961625282167,0.130925507900677,0,0,0,0,0,0,0,0,0,0,0,0,0.240677966102,0,0.186501893867237,0,1
53067012422,0.173250564334086,0.128103837471783,0.132054176072235,0.148984198645598,0.335778781038375,0.169864559819413,0.251128668171558,0.177200902934537,0.173250564334086,0.172686230248307,0.309255079006772,0.196388261851016,0,0,0,0,0,0,0,0,0,0,0,0,0.41581920904,0,0.287715371568217,0,1
